name,address,latitude,longitude,category,zone
Village Restaurant Kitchen VI,"Oniru Estate, Shop 1, lagoon shopping center, Land Bridge Ave, Lagos",6.435339,3.4496376,"restaurant, food, point_of_interest, establishment",E
RBG Restaurant,"1700 Violet Yough Cl, Lagos",6.430438,3.4296518,"restaurant, food, point_of_interest, establishment",E
Elysium Lagos,"Plot 6, Block, Lagos NG, 89 Omorinre Johnson Street, Lekki",6.436292,3.4599416,"restaurant, food, point_of_interest, establishment",E
Time oak delicious restaurant,"59 Omorinre Johnson Street, Lekki",6.436252,3.4626746,"restaurant, food, point_of_interest, establishment",E
Jyde's Cuisine,"8 Akiogun Rd, Lagos",6.428256,3.4569433,"restaurant, food, point_of_interest, establishment",E
SLAYPOT RESTAURANT.BAR.KAROAKE,"1 General ogumodia bouleverad, Lagos",6.435427,3.4630504,"restaurant, food, point_of_interest, establishment",E
Village Restaurant Kitchen,"Adebimpe Adewunmi Drive, Lekki Phase 1, Lagos",6.436219,3.4686212,"restaurant, food, point_of_interest, establishment",E
THE NIGHT CAFE,"113a Baderinwa Alabi Street, Marwa, Lekki, Lagos",6.435252,3.473209,"restaurant, food, point_of_interest, establishment",E
Xhale Restaurants & Lounge,"Lagos NG, The Providence St, Lekki",6.431954,3.4678222,"restaurant, food, point_of_interest, establishment",E
Meraki On Muse,"Plot 12, Block 58 Hunponu-Wusu Rd, Lekki",6.436535,3.4711558,"restaurant, food, point_of_interest, establishment",E
Obaebae cafe,"2 Adewunmi Adebimpe Dr, Lekki",6.432304,3.4685731,"restaurant, food, point_of_interest, establishment",E
La Pizza And Shawarma ( City Mall ),"CCV2+RRR, Tafawa Balewa Rd, Lagos",6.444604,3.402028,"restaurant, food, point_of_interest, establishment",E
The GoodLife Cafe by SRS,"12A Walter Carrington Cres, Lagos",6.440223,3.4101329,"restaurant, food, point_of_interest, establishment",E
Meebelle kitchen,"Eko akete close Off st Gregory road, Awolowo Rd, Lagos",6.445749,3.4108899,"restaurant, food, point_of_interest, establishment",E
LAGOSIA RESTAURANT,"10 Adetokunbo Ademola Street, Lagos",6.437432,3.4304685,"restaurant, food, point_of_interest, establishment",E
Six Restaurant,"373 Lekki - Epe Expy, Lagos",6.43817,3.4380899,"restaurant, food, point_of_interest, establishment",E
Salma's Authentic Lebanese Cuisine,"20/24 Ozumba Mbadiwe Ave, Lagos",6.439222,3.4373186,"restaurant, food, point_of_interest, establishment",E
La Taverna Lagos,"48 Balarabe Musa Cres, Lagos",6.437925,3.4370481,"restaurant, food, point_of_interest, establishment",E
"Okele Restaurant, 146C Ligali Ayorinde, Victoria Island Branch","146c Ligali Ayorinde St, Iru, off Ajose Adeogun Street, Victoria Island",6.428686,3.4408329,"restaurant, food, point_of_interest, establishment",E
Kings Grub Restaurant,"Plot 30 block, 20 Admiralty Wy, Lekki",6.444632,3.4554535,"restaurant, food, point_of_interest, establishment",E
Meal On The Go,"Opp Farm City, 12B Olaitan Sebanjo Street, off Admiralty Wy, Lagos",6.441819,3.4561698,"restaurant, food, point_of_interest, establishment",E
The Junction Restaurant,"23 Adebayo Doherty Rd, Lagos",6.443186,3.4642202,"restaurant, food, point_of_interest, establishment",E
SEE Lagos,"36b Wole Ariyo St, Lagos",6.44125,3.4585821,"restaurant, food, point_of_interest, establishment",E
Orile Restaurant & Bar,"2 Ichie Kris Onyekwuje St, Chris Madueke Dr, off Abeke Animashaun Street, off Bisola Durosinmi Etti Drive, Lagos",6.439568,3.4619164,"restaurant, food, point_of_interest, establishment",E
"The Place Restaurant, Lekki","Plot 38 Block, A10 Admiralty Wy, Lekki",6.438948,3.4559574,"restaurant, food, point_of_interest, establishment",E
The Gate Restaurant,"7 B Wole Ariyo St, Lagos",6.444709,3.4589539,"restaurant, food, point_of_interest, establishment",E
Zolene Restaurant,"26 Mekunwen rd, off Macpherson Ave, Lagos",6.444709,3.441844,"restaurant, food, point_of_interest, establishment",E
The Corniche Bistro,"2 Olaitan Senbanjo St, Lekki",6.44197,3.4574043,"restaurant, food, point_of_interest, establishment",E
Morocco restaurant,"CFP5+PRR Ommission Emporium, Lagos",6.43684,3.4595042,"restaurant, food, point_of_interest, establishment",E
Ite Ofe Limited,"10 Akiogun Rd, Oniru Rd, Lagos",6.427638,3.4569069,"restaurant, food, point_of_interest, establishment",E
Stories Lagos,"19 Da-Silva St, Lekki",6.440121,3.4604508,"restaurant, food, point_of_interest, establishment",E
Stanley Barbecue Restaurant,"Edges & Smith Plaza, Lekki Phase 1, Admiralty Wy, Lekki",6.445108,3.4579711,"restaurant, food, point_of_interest, establishment",E
Marcopolo Oriental Cuisine (Waterfront Restaurant),"st, Lekki waterfront @, 1 Wole Olateju Cres, Lekki",6.44379,3.4541821,"restaurant, food, point_of_interest, establishment",E
The Pentagram,"27 Fola Osibo Rd, Eti Osa",6.442726,3.4674444,"restaurant, food, point_of_interest, establishment",E
End Of The Road Restaurant Lekki,"14 Adebayo Doherty Rd, Lagos",6.44372,3.4642922,"restaurant, food, point_of_interest, establishment",E
HSE Cafe,"Plot 2 Emma Abimbola Cole, Lagos",6.442829,3.4700406,"restaurant, food, point_of_interest, establishment",E
Take Food Restaurant Lagos Island,"5 Upper Campus, Lagos Island",6.452672,3.3937883,"restaurant, food, point_of_interest, establishment",E
LOVELY AND SPICES SMALL CHOPS,"The First Baptist Church, 23 Broad St, Lagos",6.448997,3.3952086,"restaurant, food, point_of_interest, establishment",E
Amoke Oge - Ogo Oluwa Canteen,"9 Broad St, Lagos",6.449397,3.3949297,"restaurant, food, point_of_interest, establishment",E
"Kurry""N""Chilli","144 Bamgbose Street, By Mobolaji Bank Anthony St, Lagos",6.452064,3.396494,"restaurant, food, point_of_interest, establishment",E
Double Deli Fast Food,"Bamgbose St, Lagos",6.451641,3.3985643,"restaurant, food, point_of_interest, establishment",E
Food House,"22 Lewis St, Lagos Island",6.45091,3.4005174,"restaurant, food, point_of_interest, establishment",E
Foodie “11” Pastry Limited,"1 Oshodi St, Lagos",6.452284,3.3979008,"restaurant, food, point_of_interest, establishment",E
Abike Restaurant,"F93W+39W, Tokunboh St, Lagos",6.452844,3.395962,"restaurant, food, point_of_interest, establishment",E
Iya Selimo Food Resturant,"F93W+J4Q, Lagos",6.454094,3.3953011,"restaurant, food, point_of_interest, establishment",E
Brooklyn Bistro,"C9XW+MJM, Lagos",6.449263,3.3965827,"restaurant, food, point_of_interest, establishment",E
Rock Chicken,"F93P+76J, Lagos",6.453203,3.385507,"restaurant, food, point_of_interest, establishment",E
Lagos Kitchen,"37 Marina Rd, Lagos",6.452167,3.3871242,"restaurant, food, point_of_interest, establishment",E
The Ema Restaurant,"2 Bamgbose St, Lagos",6.451188,3.3995954,"restaurant, food, point_of_interest, establishment",E
Feel At Home Restaurant,"22 Berkley St, Lagos",6.447199,3.4054632,"restaurant, food, point_of_interest, establishment",E
Work Shop Restaurant,"Shop No. 32, Police Barrack, Opposite Gregory Road, Obalende, Alfred Rewane Rd, Lagos",6.447847,3.4081269,"restaurant, food, point_of_interest, establishment",E
Logo 24/7,"18 Okesuna St, Lagos",6.450248,3.4042281,"restaurant, food, point_of_interest, establishment",E
Mama Rita Food Canteen,"Moloney St, Lagos",6.448383,3.4057758,"restaurant, food, point_of_interest, establishment",E
Meg's Restaurant,"FC33+F9Q, Simpson St, Lagos",6.453735,3.4034367,"restaurant, food, point_of_interest, establishment",E
Del Pizza Restaurant and Take Away,"No 65 Okesuna Street, Lafiaji Way, Lagos",6.452619,3.4057043,"restaurant, food, point_of_interest, establishment",E
Iya-Eba Restaurant & Bar,"14 Berkley St, Lagos",6.447127,3.4048974,"restaurant, food, point_of_interest, establishment",E
Ghana High Restaurant,"34 Macarthy Street, Lagos",6.446396,3.4055048,"restaurant, food, point_of_interest, establishment",E
Avant Garde By Soul Chow,"1 Polo Rd, Lagos",6.446669,3.4186933,"restaurant, food, point_of_interest, establishment",E
HomeofHomeoftastymeals,"Shop 116, CCP4+R8P Bonny cantonment, Lagos",6.437042,3.4058577,"restaurant, food, point_of_interest, establishment",E
Gourmet Vegan Kitchen by Samantha’s,"7/12 Rumens Rd, Lagos",6.447914,3.4302576,"restaurant, food, point_of_interest, establishment",E
Oh la la cafe,"3 Thompson Ave, Lagos",6.446214,3.432279,"restaurant, food, point_of_interest, establishment",E
Foodies Hot and Spicy 1 - Best food Restaurant,"23 Admiralty Wy, Lagos",6.445936,3.458471,"restaurant, food, point_of_interest, establishment",E
Abeigi Lounge & Restaurant,"3 Wole Olateju Cres, Lagos",6.447915,3.4579726,"restaurant, food, point_of_interest, establishment",E
Foodie Naija,"Foodie Naija, Wole Olateju Cres, Lagos",6.446625,3.4600267,"restaurant, food, point_of_interest, establishment",E
D'Food Express,"A13 Admiralty Wy, Lagos",6.447863,3.4677208,"restaurant, food, point_of_interest, establishment",E
Kingfisher Africa,"1 Wole Olateju Cres, LGA, off Admiralty Way, Lagos",6.443947,3.4543296,"restaurant, food, point_of_interest, establishment",E
"Cowries Creek Restaurant | Buffet | Lekki Phase 1, Lagos","17 Admiralty Rd, Lagos",6.451251,3.4698724,"restaurant, food, point_of_interest, establishment",E
Black Bell Restaurant Lekki,"69 Admiralty Wy, Lekki",6.447624,3.4730177,"restaurant, food, point_of_interest, establishment",E
Food Garage,"31b Admiralty Wy, Lagos",6.448166,3.4718639,"restaurant, food, point_of_interest, establishment",E
Foodies Hot and Spicy 2 - Best Restaurant in Lagos,"32a Admiralty Wy, Lagos",6.448008,3.4713806,"restaurant, food, point_of_interest, establishment",E
Anambra Kitchen Lekki,"7 Fola Osibo Rd, Lekki",6.442813,3.4654066,"restaurant, food, point_of_interest, establishment",E
SPICY BAY RESTAURANT LEKKI,"2 Admiralty Road, Off Admiralty Wy, behind Forte Oil Filling Station, Lagos",6.44902,3.4704036,"restaurant, food, point_of_interest, establishment",E
Alicia's Food Place,"7B Emma Abimbola Cole, Island",6.442903,3.4705697,"restaurant, food, point_of_interest, establishment",E
Taste Options,"No. 1, Akin Leigh Cres, Lagos",6.446415,3.4552198,"restaurant, food, point_of_interest, establishment",E
Ile Eros,"14 Kafayat Abdulrasaq Street, Lagos",6.440512,3.4666034,"restaurant, food, point_of_interest, establishment",E
Leo's Kitchen,"Ojodu Ikeja, Lagos",6.461218,3.3915092,"restaurant, food, point_of_interest, establishment",E
restaurant of proper food,"4th Floor UBA House, 57 Marina Rd, Lagos",6.4555,3.3831907,"restaurant, food, point_of_interest, establishment",E
Cafe Restaurant & Hotel,"6 Agoro St, Lagos",6.462128,3.385696,"restaurant, food, point_of_interest, establishment",B
Jolad Noodles Spot,"2b Oju Olokun St, Lagos",6.461902,3.3905947,"restaurant, food, point_of_interest, establishment",E
M &T kitchen and restaurant services,"131 Broad St, Lagos",6.455453,3.3840684,"restaurant, food, point_of_interest, establishment",E
Omojesu Foods,"Sapara St, Lagos",6.45664,3.362037,"restaurant, food, point_of_interest, establishment",B
The Galley Restaurant,"Harbour Road, Lagos",6.460118,3.3685004,"restaurant, food, point_of_interest, establishment",B
Testee Mama B Restaurant,"balogun market, 20 Balogun St, Lagos",6.455924,3.3837759,"restaurant, food, point_of_interest, establishment",E
Edible foodie restaurant,"40 John St, Lagos",6.460526,3.3847791,"restaurant, food, point_of_interest, establishment",E
Taste & See Restaurant,"Off Tinubu Square, Marina, TBS, 2 Alli St, Lagos",6.45383,3.3903875,"restaurant, food, point_of_interest, establishment",E
Salado Canteen,Lagos,6.453663,3.3848673,"restaurant, food, point_of_interest, establishment",E
Chicken Republic,"1b Liverpool Rd, Ikeja",6.448383,3.3673954,"restaurant, food, point_of_interest, establishment",B
Sweet Sensation,"27 Kakawa St, Lagos",6.452691,3.3909295,"restaurant, food, point_of_interest, establishment",E
Kontangota House,"F96Q+5HP, Broad St, Lagos",6.460467,3.3889457,"restaurant, food, point_of_interest, establishment",E
Paradise Restaurant,"215 Nnamdi Azikwe St, Lagos",6.453721,3.3897156,"restaurant, food, point_of_interest, establishment",E
Mr. Olu special indomie spot,"14 Evans St, Lagos",6.455433,3.3927154,"restaurant, food, point_of_interest, establishment",E
Merciful God Restaurants,"F96V+GRH, Thomas St, Lagos",6.461307,3.3946082,"restaurant, food, point_of_interest, establishment",E
MEALSBYCHEFMIDE,"139 Nnamdi Azikwe St, Lagos",6.460531,3.3873079,"restaurant, food, point_of_interest, establishment",E
Teetoes Delights,"2 Tokunboh St, Lagos",6.453229,3.3935082,"restaurant, food, point_of_interest, establishment",E
"Emars Fast Food, Chinese Restaurant and Bar","Opposite NEPA, 105 Lewis St, Lagos",6.449957,3.4056663,"restaurant, food, point_of_interest, establishment",E
FOODi Bistro,Lagos,6.457999,3.4202089,"restaurant, food, point_of_interest, establishment",E
PIZZA AND GRILLED TAKEAWAY,"15 Glover Rd, Lagos",6.455366,3.4288984,"restaurant, food, point_of_interest, establishment",E
Jay's Diner,"CCVH+V99, Falomo Square Mall, Off Falomo Roundabout, Lagos",6.444571,3.4281673,"restaurant, food, point_of_interest, establishment",E
foodtogo,"15A H F P Way, IKOY",6.458202,3.415018,"restaurant, food, point_of_interest, establishment",E
Unatkitchen,"10b Adekunle Lawal Rd, Lagos",6.452836,3.4261579,"restaurant, food, point_of_interest, establishment",E
Golden Gate Restaurant,"25B Golden Gate Complex, 1 Glover Rd, Lagos",6.454696,3.4306304,"restaurant, food, point_of_interest, establishment",E
Ô Gourmet,"WOLE OLATEJU CRESCENTA (waterside) State Lekki Phase 1 State, Lagos",6.449198,3.4557248,"restaurant, food, point_of_interest, establishment",E
Red Bar Lagos,"4b Wole Olateju Cres, Lagos",6.448137,3.4575835,"restaurant, food, point_of_interest, establishment",E
Zaika Indian & Chinese Food (Lekki),"Inside Banex Mall, First Floor Plot 1-10, Akiogun Road, Lekki - Epe Expy Èkó, Oniru, Lekki",6.43421,3.456992,"restaurant, food, point_of_interest, establishment",E
Iya Calabar Food Canteen,"206 Cl, Lagos",6.459787,3.4561369,"restaurant, food, point_of_interest, establishment",E
Freesiafoodies Restaurant,"Plot 4A, Block 12 Admiralty Rd, Lekki",6.458027,3.4708336,"restaurant, food, point_of_interest, establishment",E
Labule Restaurant,"3A Admiralty Rd, Lagos",6.457869,3.4712757,"restaurant, food, point_of_interest, establishment",E
California Guest House,"Olisa Ogun state local government, Lagos",6.463384,3.3684805,"restaurant, food, point_of_interest, establishment",B
Hotel Manding,"Ebute Ero, Ebute Ero Road, Lagos",6.461796,3.3853135,"restaurant, food, point_of_interest, establishment",B
Ishaga,"F97P+7H9, Idumota Avenue, Lagos",6.463168,3.386479,"restaurant, food, point_of_interest, establishment",B
Iya Yakubu (Yoruba native food),"F977+VCQ, Lagos",6.464724,3.3636064,"restaurant, food, point_of_interest, establishment",B
Ewaagoyinmide,"Lagos terminus iddo, Ikeja",6.469779,3.3825212,"restaurant, food, point_of_interest, establishment",B
Sherifat Bolanle Food Canteen,"Lagoon Plaza, Nnamdi Azikwe St, Lagos",6.457828,3.3886227,"restaurant, food, point_of_interest, establishment",E
Bamochops,"54 Adeniji Adele Rd, Lagos",6.45758,3.3947743,"restaurant, food, point_of_interest, establishment",E
Se Ko Dun Food,"FC32+M49, Ajagun Ln, Lagos",6.454215,3.4003527,"restaurant, food, point_of_interest, establishment",E
Double Four Restaurant & Eatery,"44 Awolowo Rd, Lagos",6.442317,3.4132561,"restaurant, food, point_of_interest, establishment",E
Kmac Grill & BBQ INC,"Block A2-3 Suite 42, Sura shopping Complex, 63 Simpson St, Lagos",6.455266,3.4049694,"restaurant, food, point_of_interest, establishment",E
Sweet Sensation Restaurant,"38 Awolowo Rd, Lagos",6.442358,3.4125855,"restaurant, food, point_of_interest, establishment",E
VeggieVictory,"29a Ikorodu Cres, Lagos",6.456643,3.4186112,"restaurant, food, point_of_interest, establishment",E
Lagos toast,"13 Ikeja Way, Lagos",6.460618,3.4171646,"restaurant, food, point_of_interest, establishment",E
jumbo turkey Restaurant and Bar,"77 Awolowo Rd, Lagos",6.442694,3.4195526,"restaurant, food, point_of_interest, establishment",E
Lezina Restaurant,"FC28+RR4, Road, Lagos",6.452045,3.4171758,"restaurant, food, point_of_interest, establishment",E
Thoyin Foods,"CCX3+FWG, Adeyemi Lawson St, Lagos",6.448682,3.4048203,"restaurant, food, point_of_interest, establishment",E
Eben Fodiee Restaurant,"34 Biaduo St, Lagos",6.445008,3.4128792,"restaurant, food, point_of_interest, establishment",E
Abstract Ikoyi,"96 Norman Williams St, Lagos",6.444262,3.4162475,"restaurant, food, point_of_interest, establishment",E
Oby's taste restaurant,"10 Gazkiya road, Olubuade street, Lagos",6.454512,3.3965712,"restaurant, food, point_of_interest, establishment",E
EuphoriaBySujimoto,"23 MacDonalds Road, Lagos",6.44936,3.4354788,"restaurant, food, point_of_interest, establishment",E
Level Lagos,"HEREL Play, 14 Ruxton Rd, Lagos",6.449441,3.4479628,"restaurant, food, point_of_interest, establishment",E
Peacocks Lagos,"10 Wole Olateju Cres, Lagos",6.445647,3.4541702,"restaurant, food, point_of_interest, establishment",E
Happy Fingers,"44 Admiralty Rd, Lagos",6.45111,3.4702873,"restaurant, food, point_of_interest, establishment",E
Roadstar Burgers Lekki,"69 Admiralty Wy, Lekki",6.447583,3.4720888,"restaurant, food, point_of_interest, establishment",E
Donald’s by De Angels - Lekki,"14 Adebayo Doherty Rd, Lagos",6.444179,3.4642982,"restaurant, food, point_of_interest, establishment",E
King Of Meal,"29 Nnamdi Azikwe St, Lagos",6.456305,3.3879588,"restaurant, food, point_of_interest, establishment",E
Straum Cuisine,"53 Marina Rd, Lagos",6.454556,3.3842959,"restaurant, food, point_of_interest, establishment",E
Bamboo Cafe & Restaurant,"21 Nnamdi Azikwe St, Lagos",6.455619,3.3883491,"restaurant, food, point_of_interest, establishment",E
Olayiwola Small Chops,"Off Omi - Didun Street, 65 Okepopo St, Lagos",6.455856,3.3967672,"restaurant, food, point_of_interest, establishment",E
Thechefrah,"Ikorodu, 25 Jagun Church, Off Araro, Adamo Bustop, Ikorodu",6.455949,3.4193674,"restaurant, food, point_of_interest, establishment",E
Healthy Yum Foodie,"6/4 Oba Elegushi Housing Estate Lekki Scheme II, Lekki",6.456317,3.423724,"restaurant, food, point_of_interest, establishment",E
McDonald Tasty Sensation,"12 Aromire Rd, Lagos",6.452032,3.4332856,"restaurant, food, point_of_interest, establishment",E
Wilson Restaurant ikoyi,"25B Glover Rd, Lagos",6.454626,3.430606,"restaurant, food, point_of_interest, establishment",E
Drugs and silver,"Banana island Wikipedia, Lagos",6.466667,3.45,"restaurant, food, point_of_interest, establishment",E
ALL GRILLS,"Plot 1, BLK 12 Admiralty Road Eti Osa, Lagos",6.451408,3.4699865,"restaurant, food, point_of_interest, establishment",E
Maana Foods,"Ave Lagos Island, 20 Kai Rd, Lagos",6.456801,3.4502457,"restaurant, food, point_of_interest, establishment",E
Chicken Republic,"Teslim Olashile St, Lagos",6.461848,3.4130811,"restaurant, food, point_of_interest, establishment",E
Te'Amo Foodz and Grillz,"1 Aminu street Ologolo road Lekki, Lagos",6.464345,3.4408719,"restaurant, food, point_of_interest, establishment",E
Hanging Basket Restaurant,"3 oval estate, Lekki",6.4613,3.4586703,"restaurant, food, point_of_interest, establishment",E
Delicioso Mobile Chefs,"Murtala Animashaun close, Off Adelabu St, Lagos",6.494633,3.3517336,"restaurant, food, point_of_interest, store, establishment",B
Favour Restaurant,"Off Kie Street, Iyana Ipaja, 4 Adeleye St, Lagos",6.617596,3.2953204,"restaurant, food, point_of_interest, store, establishment",A
Mercy's kitchen store,"39 Glover Rd, Eti Osa",6.452232,3.436885,"restaurant, health, food, point_of_interest, establishment",E
Sweet Fry's Services,"Bus Stop, Shop No. 24, Aisha Animashaun Shopping Complex, off Census Close, Lagos",6.490459,3.3510757,"restaurant, liquor_store, bar, food, point_of_interest, store, establishment",B
Frutos Wazobia Restaurant Lounge and Lodging,"besides First Consultant Hospital, by NNPC filling station, 16 Ikoyi Rd, Obalende Rd, Lagos",6.449352,3.4092208,"restaurant, lodging, bar, food, point_of_interest, establishment",E
Aqua Wok,"Femi Pearse, 20 Elsie Femi Pearse St, Lagos",6.435351,3.4115568,"restaurant, lodging, food, point_of_interest, establishment",E
La Mango Restaurant and Lounge Ikeja GRA,"3A Adekunle Fajuyi Way, Lagos",6.573655,3.3607677,"restaurant, lodging, night_club, bar, point_of_interest, food, establishment",A
The Emperor’s Place Restaurant & Lounge,"32b Ologun Agbaje St, Lagos",6.429237,3.4168191,"restaurant, lodging, point_of_interest, food, establishment",E
Food Headquarters Ikeja,"7 Olowu St, Ikeja",6.598971,3.3435678,"restaurant, meal_delivery, bar, bakery, store, food, point_of_interest, establishment",A
RheyRey’s Kitchen,"3 Ebenezer Cl, off Ademulegun Street, Lagos",6.51791,3.3242437,"restaurant, meal_delivery, food, point_of_interest, establishment",B
Daapril's Kitchen,"UNILAG Campus, 3A Taylor Dr, Ikeja",6.515303,3.371302,"restaurant, meal_delivery, food, point_of_interest, establishment",D
Just Delish Restaurant,"50 Diya St, Lagos",6.554955,3.3894443,"restaurant, meal_delivery, food, point_of_interest, establishment",D
Mount foodji,"No.6 Balogun street, Ajao Estate, Lagos",6.563817,3.3731299,"restaurant, meal_delivery, food, point_of_interest, establishment",D
Rukash Restaurant and Grill,"43b Oduduwa Cres, Lagos",6.573098,3.3531722,"restaurant, meal_delivery, food, point_of_interest, establishment",A
BC Garden (www.bcgarden.online),"24a Ikoyi Cres, Lagos",6.46376,3.434434,"restaurant, meal_delivery, food, point_of_interest, establishment",E
Magrellos Fast Food (Magodo),"15 Emmanuel Keshi St, Lagos",6.618729,3.3765624,"restaurant, meal_delivery, meal_takeaway, food, point_of_interest, establishment",A
Surftvillefoods,"Magodo Street, Olayinka Balogun Cres, Lagos",6.618518,3.3837072,"restaurant, meal_delivery, meal_takeaway, food, point_of_interest, establishment",A
Milano Pizza & Fast Food (Lennox Mall),"12B Olubunmi Owa St, Lagos",6.439287,3.4555619,"restaurant, meal_delivery, meal_takeaway, food, point_of_interest, establishment",E
777(3riple7even) Eating House,"4 Osolo Wy, Lagos",6.54988,3.3316674,"restaurant, meal_takeaway, bakery, point_of_interest, food, store, establishment",D
Ore - Oluwa Food Canteen,"23 Oshodi St, Lagos",6.455028,3.3982223,"restaurant, meal_takeaway, food, point_of_interest, establishment",E
Lounge 38,"67 Bode Thomas St, Lagos",6.490158,3.3552409,"restaurant, night_club, bar, food, point_of_interest, establishment",B
Bamboo Lounge - Collage (Ikeja GRA),"38 Oduduwa Way, Ikeja",6.572829,3.3552587,"restaurant, night_club, bar, food, point_of_interest, establishment",A
Wakame Asian Kitchen & Lounge,"Marriott Hotel Ikeja, 122 Joel Ogunnaike St, Lagos",6.584662,3.3492714,"restaurant, night_club, bar, food, point_of_interest, establishment",A
Onyx Restaurant & Bar,"157 Ogudu Rd, Lagos",6.574747,3.3930326,"restaurant, night_club, bar, food, point_of_interest, establishment",A
BhEERHUGZ Café Ikeja,"9 Obafemi Awolowo Wy, Ikeja",6.616429,3.3580702,"restaurant, night_club, bar, food, point_of_interest, establishment",A
Chicken sensation,"10 Ekoro Rd, beside Baystar Hotel, Lagos",6.649302,3.3029551,"restaurant, night_club, bar, food, point_of_interest, establishment",A
Sailors Lounge | Restaurant | Lounge | Bar in Lekki Lagos,"PLot 1 block 12, admiralty road, Lekki phase 1 Lekki, Lagos",6.451501,3.4698384,"restaurant, night_club, bar, food, point_of_interest, establishment",E
Bay Lounge,"Block 12A, 10 Admiralty Rd, Lagos",6.453949,3.4696754,"restaurant, night_club, bar, food, point_of_interest, establishment",E
Bite Restaurant & Lounge,"Fanis House, 21 Adeniyi Jones, Ikeja",6.607553,3.3409722,"restaurant, night_club, bar, point_of_interest, food, establishment",A
Shiro Lagos,"Block XVI 3 & 4 Victoria Island Oniru Estate, Lagos",6.423589,3.4442837,"restaurant, night_club, bar, point_of_interest, food, establishment",E
"JustAfang restaurant, & Yogiegee lounge","5 kanke close, Awolowo Rd, Eti Osa",6.441464,3.4172158,"restaurant, night_club, bar, point_of_interest, food, establishment",E
HOT 'N' FRESH FOODS,"176 Akerele road, mainland, Lagos",6.501308,3.3593891,"restaurant, point_of_interest, food, establishment",B
TODAY’S MEAL,"2 Suenu Rd, Lagos",6.501997,3.3622967,"restaurant, point_of_interest, food, establishment",B
Allgreenish seafood and grills,"4 Adebola St, off adeniran ogunsanya, Lagos",6.498062,3.3582208,"restaurant, point_of_interest, food, establishment",B
Littlewood Restaurant,"6 Oduduwa St, Lagos",6.501182,3.3439852,"restaurant, point_of_interest, food, establishment",B
Faridat Alake Restaurant,"27 Ogunmola Cl, Lagos",6.502087,3.3606949,"restaurant, point_of_interest, food, establishment",B
Honey Food and Catering services,"5 Yesufu Sanusi St, Lagos",6.497558,3.3585628,"restaurant, point_of_interest, food, establishment",B
Gidi Burger,"11 Chief Onitana St, Lagos",6.49451,3.3605465,"restaurant, point_of_interest, food, establishment",B
Cuisine Africana Restaurant,"54 Shomade Cres, Lagos",6.499074,3.3564082,"restaurant, point_of_interest, food, establishment",B
Food4Real Cafe,"Inside KT Fuel Station, Beside First Bank Plc, Omitoro, Ijede Rd, Lagos",6.489184,3.3592021,"restaurant, point_of_interest, food, establishment",B
Ofada Boy Soup Lounge,"90 Adeniran Ogunsanya St, Lagos",6.491813,3.3564976,"restaurant, point_of_interest, food, establishment",B
Indomie Cafe - Surulere,"Leisure Mall, Adeniran Ogunsanya Mall(shoprite, Adeniran Ogunsanya St, Lagos",6.490212,3.3574302,"restaurant, point_of_interest, food, establishment",B
Flenjo's Restaurant,"74 James Robertson Rd, Lagos",6.500678,3.3535511,"restaurant, point_of_interest, food, establishment",B
The Blue Fin Restaurant NG,"Adeniran Ogunsanya St, Lagos",6.490324,3.3567075,"restaurant, point_of_interest, food, establishment",B
Sts cocktails&chops,"27 Moshalashi St, Lagos",6.505362,3.3912913,"restaurant, point_of_interest, food, establishment",D
Tori's Food Palace,"Quarters 26, block E, Yabatech staff quarters, Lagos",6.512178,3.3841871,"restaurant, point_of_interest, food, establishment",D
Shawarma Plus +,"Onike Round About, Lagos",6.50996,3.3839822,"restaurant, point_of_interest, food, establishment",D
Aa Kitchen & Restaurant,Ikeja,6.506556,3.3909384,"restaurant, point_of_interest, food, establishment",D
The Scope by PIER Lagos,"14 Montgomery Rd, Lagos",6.508701,3.3739457,"restaurant, point_of_interest, food, establishment",D
Tofah Foods.,"1 Anthony Ajayi St, Lagos",6.512662,3.3830342,"restaurant, point_of_interest, food, establishment",D
Iya Moria,Lagos,6.511705,3.3926698,"restaurant, point_of_interest, food, establishment",D
Urban Bistro,"21 Olumo St, Lagos",6.510217,3.3862163,"restaurant, point_of_interest, food, establishment",D
Fries_n_Fresh,"6 Pedro St, Lagos",6.507436,3.390885,"restaurant, point_of_interest, food, establishment",D
Okonkwo by Papiee's,"18b Moore Rd, Lagos",6.513996,3.3780931,"restaurant, point_of_interest, food, establishment",D
Jasmine Home Foods Restaurant Abule Ijesa Lagos,"G99J+9JX, Lagos",6.518467,3.3816065,"restaurant, point_of_interest, food, establishment",D
Purple Bistro,"3 University Rd, opposite First City Monument Bank, Lagos",6.517106,3.3816676,"restaurant, point_of_interest, food, establishment",D
Abule Amala,"Yaba LCDA, 10a, Morris Street, Abule-Ijesha, Lagos",6.52117,3.3802934,"restaurant, point_of_interest, food, establishment",D
Gimme food,"Iwaya Rd, Lagos",6.508304,3.3870415,"restaurant, point_of_interest, food, establishment",D
Chicken Republic - Akoka,"73 St Finbarr's College Rd, Lagos",6.529115,3.3870667,"restaurant, point_of_interest, food, establishment",D
Iya Ayo Jollof Rice.,"403 Borno Way, Lagos",6.503024,3.3764162,"restaurant, point_of_interest, food, establishment",D
Fast Food,"7b University Rd, Lagos",6.517172,3.3818465,"restaurant, point_of_interest, food, establishment",D
